eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,1.22 GB
fastvit_sa12.apple_dist_in1k,46.7 MB
vit_relpos_medium_patch16_cls_224.sw_in1k,155 MB
nasnetalarge.tf_in1k,356 MB
seresnext50_32x4d.racm_in1k,111 MB
crossvit_18_dagger_240.in1k,177 MB
repvit_m3.dist_in1k,43.4 MB
ecaresnet50d.miil_in1k,103 MB
wide_resnet101_2.tv2_in1k,508 MB
resnext101_32x8d.tv2_in1k,356 MB
crossvit_18_240.in1k,173 MB
focalnet_tiny_srf.ms_in1k,114 MB
resnest101e.in1k,194 MB
gcvit_xtiny.in1k,Model Authorization Error
tiny_vit_11m_224.in1k,44.1 MB
coatnet_rmlp_nano_rw_224.sw_in1k,60.7 MB
ecaresnet101d_pruned.miil_in1k,99.9 MB
vit_relpos_medium_patch16_rpn_224.sw_in1k,155 MB
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,114 MB
resnetrs101.tf_in1k,255 MB
coatnext_nano_rw_224.sw_in1k,58.9 MB
poolformer_m48.sail_in1k,294 MB
regnety_160.tv2_in1k,335 MB
mixer_b16_224.miil_in21k_ft_in1k,240 MB
tresnet_xl.miil_in1k,315 MB
xcit_tiny_12_p8_224.fb_dist_in1k,27 MB
xcit_tiny_12_p16_384.fb_dist_in1k,27 MB
convit_base.fb_in1k,346 MB
resnetv2_50d_evos.ah_in1k,102 MB
resnet152.tv2_in1k,242 MB
tf_efficientnet_b3.ap_in1k,49.5 MB
vit_base_patch32_clip_224.openai_ft_in1k,353 MB
visformer_small.in1k,161 MB
vit_srelpos_medium_patch16_224.sw_in1k,155 MB
focalnet_tiny_lrf.ms_in1k,115 MB
crossvit_15_dagger_240.in1k,113 MB
convnext_tiny_hnf.a2h_in1k,114 MB
vit_relpos_medium_patch16_224.sw_in1k,155 MB
swin_s3_tiny_224.ms_in1k,116 MB
coatnet_0_rw_224.sw_in1k,110 MB
xcit_small_24_p16_224.fb_in1k,191 MB
repvit_m1_1.dist_450e_in1k,35.7 MB
swinv2_tiny_window8_256.ms_in1k,115 MB
pit_s_distilled_224.in1k,96.2 MB
efficientvit_b2.r224_in1k,97.6 MB
ecaresnet50t.a1_in1k,103 MB
mobilevitv2_200.cvnets_in22k_ft_in1k,74 MB
resnext50_32x4d.a1h_in1k,100 MB
xception41p.ra3_in1k,108 MB
regnetz_b16.ra3_in1k,39.2 MB
crossvit_15_240.in1k,110 MB
convit_small.fb_in1k,111 MB
tf_efficientnetv2_b3.in1k,58.1 MB
gcresnet50t.ra2_in1k,104 MB
xcit_small_12_p16_224.fb_in1k,105 MB
nest_tiny_jx.goog_in1k,68.3 MB
poolformerv2_m36.sail_in1k,224 MB
deit3_small_patch16_224.fb_in1k,88.3 MB
deit_small_distilled_patch16_224.fb_in1k,89.8 MB
swinv2_cr_tiny_ns_224.sw_in1k,113 MB
resnet101.a1_in1k,179 MB
resnet152.a2_in1k,242 MB
coatnet_nano_rw_224.sw_in1k,60.7 MB
resmlp_36_224.fb_distilled_in1k,179 MB
poolformer_m36.sail_in1k,225 MB
mobilevitv2_175.cvnets_in22k_ft_in1k,57.2 MB
regnety_032.tv2_in1k,78.2 MB
resnet101.a2_in1k,179 MB
xcit_large_24_p16_224.fb_in1k,757 MB
resnet101.tv2_in1k,179 MB
xcit_medium_24_p16_224.fb_in1k,338 MB
resnetv2_50.a1h_in1k,102 MB
poolformerv2_s36.sail_in1k,123 MB
tnt_s_patch16_224,Model Authorization Error
vit_relpos_small_patch16_224.sw_in1k,88 MB
vit_small_patch16_224.augreg_in21k_ft_in1k,88.3 MB
vit_small_r26_s32_224.augreg_in21k_ft_in1k,146 MB
resnet152.a1_in1k,242 MB
ecaresnetlight.miil_in1k,121 MB
resnext101_32x16d.fb_ssl_yfcc100m_ft_in1k,778 MB
convmixer_1536_20.in1k,207 MB
tf_efficientnet_b3.aa_in1k,49.5 MB
rexnet_200.nav_in1k,65.9 MB
resnet50.fb_swsl_ig1b_ft_in1k,103 MB
repvit_m1_1.dist_300e_in1k,35.7 MB
deit_base_patch16_224.fb_in1k,346 MB
tresnet_m.miil_in1k_448,126 MB
tf_efficientnet_lite4.in1k,52.7 MB
coat_mini.in1k,41.5 MB
resnext101_32x8d.fb_ssl_yfcc100m_ft_in1k,356 MB
eva02_tiny_patch14_336.mim_in22k_ft_in1k,23.1 MB
seresnet50.ra2_in1k,113 MB
vit_base_patch16_224.orig_in21k_ft_in1k,346 MB
convnextv2_pico.fcmae_ft_in1k,36.3 MB
regnetx_080.tv2_in1k,159 MB
cs3darknet_l.c2ns_in1k,84.9 MB
resnetaa50.a1h_in1k,103 MB
tresnet_l.miil_in1k,225 MB
resnet50d.ra2_in1k,103 MB
ese_vovnet39b.ra_in1k,98.4 MB
twins_svt_small.in1k,96.3 MB
resnet50_gn.a1h_in1k,102 MB
tiny_vit_5m_224.dist_in22k_ft_in1k,21.7 MB
seresnet50.a1_in1k,113 MB
mobilevitv2_150.cvnets_in22k_ft_in1k,42.6 MB
fastvit_s12.apple_dist_in1k,38.3 MB
crossvit_base_240.in1k,420 MB
levit_256.fb_dist_in1k,76 MB
levit_conv_256.fb_dist_in1k,76 MB
ecaresnet50t.a2_in1k,103 MB
cs3darknet_focus_l.c2ns_in1k,84.8 MB
convnext_nano_ols.d1h_in1k,62.7 MB
vit_srelpos_small_patch16_224.sw_in1k,88 MB
resnet50.ram_in1k,103 MB
crossvit_small_240.in1k,108 MB
halo2botnet50ts_256.a1h_in1k,90.9 MB
pit_b_224.in1k,295 MB
resnet50d.a1_in1k,103 MB
ecaresnet50d_pruned.miil_in1k,80 MB
tf_efficientnet_b1.ns_jft_in1k,31.6 MB
swin_tiny_patch4_window7_224.ms_in1k,114 MB
poolformer_s36.sail_in1k,124 MB
gernet_l.idstcv_in1k,125 MB
efficientnet_el.ra_in1k,42.9 MB
twins_pcpvt_small.in1k,96.5 MB
repvit_m2.dist_in1k,35.7 MB
resmlp_24_224.fb_distilled_in1k,120 MB
gcresnext50ts.ch_in1k,63.1 MB
resnet50.c2_in1k,103 MB
nf_resnet50.ra2_in1k,102 MB
resnest50d_4s2x40d.in1k,122 MB
sebotnet33ts_256.a1h_in1k,55 MB
efficientnet_b3_pruned.in1k,39.8 MB
repvgg_b3.rvgg_in1k,493 MB
wide_resnet50_2.tv2_in1k,276 MB
sehalonet33ts.ra2_in1k,55 MB
fastvit_sa12.apple_in1k,46.7 MB
resnet50.a1_in1k,103 MB
repvit_m1_0.dist_450e_in1k,29.7 MB
resnet50.c1_in1k,103 MB
convnext_nano.d1h_in1k,62.4 MB
xcit_tiny_24_p16_224.fb_dist_in1k,48.7 MB
seresnet50.a2_in1k,113 MB
vit_small_patch16_384.augreg_in1k,88.8 MB
halonet50ts.a1h_in1k,91.3 MB
resnext101_32x4d.fb_ssl_yfcc100m_ft_in1k,177 MB
maxvit_rmlp_pico_rw_256.sw_in1k,30.4 MB
haloregnetz_b.ra3_in1k,47.1 MB
resnet152s.gluon_in1k,242 MB
seresnet33ts.ra2_in1k,79.4 MB
repvit_m1_0.dist_300e_in1k,29.7 MB
mobilevitv2_200.cvnets_in1k,74 MB
resnext50d_32x4d.bt_in1k,101 MB
resnet50.d_in1k,103 MB
resnetv2_50x1_bit.goog_in21k_ft_in1k,102 MB
resnet50.tv2_in1k,103 MB
resnet50.b1k_in1k,103 MB
resnest50d_1s4x24d.in1k,103 MB
poolformerv2_s24.sail_in1k,85.4 MB
regnety_016.tv2_in1k,45.2 MB
repvgg_b3g4.rvgg_in1k,336 MB
darknetaa53.c2ns_in1k,144 MB
efficientformer_l1.snap_dist_in1k,49.4 MB
darknet53.c2ns_in1k,167 MB
lamhalobotnet50ts_256.a1h_in1k,90.6 MB
fastvit_t12.apple_dist_in1k,30.6 MB
legacy_senet154.in1k,Model Authorization Error
resnet50.a1h_in1k,103 MB
cait_xxs36_224.fb_dist_in1k,69.4 MB
tf_efficientnet_b3.in1k,49.5 MB
mobilevitv2_175.cvnets_in1k,57.2 MB
gernet_m.idstcv_in1k,84.9 MB
resnet50d.a2_in1k,103 MB
vit_small_patch32_384.augreg_in21k_ft_in1k,91.7 MB
pit_s_224.in1k,93.9 MB
efficientnet_b2.ra_in1k,36.9 MB
gcresnet33ts.ra2_in1k,79.8 MB
resnext50_32x4d.a1_in1k,100 MB
resnext50_32x4d.a2_in1k,100 MB
resnet50.b2k_in1k,103 MB
senet154.gluon_in1k,462 MB
resnext50_32x4d.tv2_in1k,100 MB
eca_resnet33ts.ra2_in1k,79 MB
resnest50d.in1k,110 MB
gcvit_xxtiny.in1k,Model Authorization Error
regnetx_032.tv2_in1k,61.6 MB
vit_base_patch16_384.augreg_in1k,347 MB
convmixer_768_32.in1k,85 MB
efficientnet_el_pruned.in1k,42.9 MB
tresnet_m.miil_in1k,126 MB
cspdarknet53.ra_in1k,111 MB
rexnet_150.nav_in1k,39.3 MB
inception_v4.tf_in1k,171 MB
efficientvit_b1.r288_in1k,36.6 MB
inception_resnet_v2.tf_in1k,224 MB
xcit_tiny_12_p8_224.fb_in1k,27 MB
resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k,100 MB
res2net101d.in1k,182 MB
resnet50.a2_in1k,103 MB
tf_efficientnet_el.in1k,42.9 MB
mobilevitv2_150.cvnets_in1k,42.6 MB
cspresnext50.ra_in1k,82.6 MB
convnext_pico_ols.d1_in1k,36.3 MB
resnet101s.gluon_in1k,179 MB
edgenext_small_rw.sw_in1k,31.4 MB
lambda_resnet50ts.a1h_in1k,86.5 MB
seresnext101_32x4d.gluon_in1k,197 MB
convnext_pico.d1_in1k,36.2 MB
poolformer_s24.sail_in1k,85.7 MB
resnetblur50.bt_in1k,103 MB
resnet152.a3_in1k,242 MB
ecaresnet26t.ra2_in1k,64.2 MB
tf_efficientnet_b2.ap_in1k,36.9 MB
seresnext101_64x4d.gluon_in1k,354 MB
efficientformerv2_s1.snap_dist_in1k,25.3 MB
vit_base_patch32_224.augreg_in21k_ft_in1k,353 MB
resnext50_32x4d.ra_in1k,100 MB
fbnetv3_d.ra2_in1k,41.7 MB
vit_large_patch32_384.orig_in21k_ft_in1k,1.23 GB
resnet152d.gluon_in1k,242 MB
tf_efficientnet_b2.aa_in1k,36.9 MB
tf_efficientnetv2_b2.in1k,40.9 MB
vit_base_patch16_224.sam_in1k,346 MB
repvgg_b2g4.rvgg_in1k,248 MB
resnet101d.gluon_in1k,179 MB
efficientvit_b1.r256_in1k,36.6 MB
mixnet_xl.ra_in1k,48.1 MB
inception_resnet_v2.tf_ens_adv_in1k,224 MB
repvit_m0_9.dist_450e_in1k,22.4 MB
tf_efficientnet_lite3.in1k,33.2 MB
resnext101_32x4d.gluon_in1k,177 MB
xcit_tiny_24_p16_224.fb_in1k,48.7 MB
legacy_seresnext101_32x4d.in1k,Model Authorization Error
resnet101.a3_in1k,179 MB
res2net50d.in1k,103 MB
regnety_320.pycls_in1k,581 MB
cspresnet50.ra_in1k,86.7 MB
resmlp_big_24_224.fb_in1k,517 MB
resnext101_64x4d.gluon_in1k,335 MB
xception71.tf_in1k,170 MB
resnet33ts.ra2_in1k,78.9 MB
deit_small_patch16_224.fb_in1k,88.3 MB
resnet50.ra_in1k,103 MB
efficientnet_em.ra2_in1k,28 MB
dpn107.mx_in1k,349 MB
ecaresnet50t.a3_in1k,103 MB
efficientnet_b2_pruned.in1k,33.6 MB
resmlp_36_224.fb_in1k,179 MB
tiny_vit_5m_224.in1k,21.7 MB
mobilevitv2_125.cvnets_in1k,30.1 MB
resnet50.bt_in1k,103 MB
levit_conv_192.fb_dist_in1k,44.2 MB
resnet32ts.ra2_in1k,72.1 MB
levit_192.fb_dist_in1k,44.2 MB
resnet152c.gluon_in1k,242 MB
pit_xs_distilled_224.in1k,44.1 MB
tf_efficientnetv2_b1.in1k,33 MB
regnety_120.pycls_in1k,208 MB
fbnetv3_b.ra2_in1k,34.8 MB
regnetx_320.pycls_in1k,432 MB
nf_regnet_b1.ra2_in1k,41 MB
convnextv2_femto.fcmae_ft_in1k,21 MB
dpn92.mx_in1k,151 MB
fastvit_s12.apple_in1k,38.3 MB
regnety_160.pycls_in1k,335 MB
resnet152.gluon_in1k,242 MB
resnetrs50.tf_in1k,143 MB
rexnet_130.nav_in1k,30.6 MB
dpn131.mx_in1k,318 MB
regnetx_160.pycls_in1k,218 MB
tf_efficientnet_b2.in1k,36.9 MB
convnext_tiny.fb_in22k_ft_in1k,114 MB
dla102x2.in1k,166 MB
repvit_m0_9.dist_300e_in1k,22.4 MB
dpn98.mx_in1k,247 MB
regnetx_016.tv2_in1k,37.1 MB
gmlp_s16_224.ra3_in1k,77.8 MB
botnet26t_256.c1_in1k,50.1 MB
skresnext50_32x4d.ra_in1k,110 MB
seresnext50_32x4d.gluon_in1k,111 MB
xception65.tf_in1k,161 MB
resnet101c.gluon_in1k,179 MB
lambda_resnet26t.c1_in1k,44 MB
resnext50_32x4d.a3_in1k,100 MB
regnety_064.pycls_in1k,123 MB
resnet34d.ra2_in1k,87.4 MB
coat_lite_mini.in1k,44.1 MB
resmlp_24_224.fb_in1k,120 MB
convnext_femto_ols.d1_in1k,21 MB
cait_xxs24_224.fb_dist_in1k,48 MB
regnety_080.pycls_in1k,157 MB
efficientvit_b1.r224_in1k,36.6 MB
pvt_v2_b1.in1k,56.1 MB
xcit_tiny_12_p16_224.fb_dist_in1k,27 MB
halonet26t.a1h_in1k,50.1 MB
resnext101_32x8d.tv_in1k,356 MB
inception_v3.gluon_in1k,95.7 MB
fastvit_t12.apple_in1k,30.6 MB
convnext_femto.d1_in1k,20.9 MB
resnet101.gluon_in1k,179 MB
hrnet_w48.ms_in1k,311 MB
regnetx_120.pycls_in1k,185 MB
eca_halonext26ts.c1_in1k,43.2 MB
resnet50.am_in1k,103 MB
tf_efficientnet_b1.ap_in1k,31.6 MB
repvit_m1.dist_in1k,22.4 MB
eca_botnext26ts_256.c1_in1k,42.6 MB
legacy_xception.tf_in1k,Model Authorization Error
hrnet_w64.ms_in1k,513 MB
lambda_resnet26rpt_256.c1_in1k,44.2 MB
res2net101_26w_4s.in1k,182 MB
resnet50.fb_ssl_yfcc100m_ft_in1k,103 MB
mobileone_s4.apple_in1k,60.5 MB
dpn68b.ra_in1k,50.9 MB
tf_efficientnet_cc_b1_8e.in1k,159 MB
resnest26d.gluon_in1k,68.5 MB
xcit_nano_12_p8_384.fb_dist_in1k,12.3 MB
resnext50_32x4d.gluon_in1k,100 MB
tf_efficientnet_b0.ns_jft_in1k,21.4 MB
coat_tiny.in1k,22.1 MB
regnety_040.pycls_in1k,83 MB
dla169.in1k,214 MB
tf_efficientnet_b1.aa_in1k,31.6 MB
resnet50d.a3_in1k,103 MB
legacy_seresnext50_32x4d.in1k,Model Authorization Error
mobilevitv2_100.cvnets_in1k,19.8 MB
hrnet_w44.ms_in1k,269 MB
resnet50s.gluon_in1k,103 MB
regnety_008_tv.tv2_in1k,26 MB
regnetx_080.pycls_in1k,159 MB
levit_conv_128.fb_dist_in1k,37.2 MB
visformer_tiny.in1k,41.4 MB
levit_128.fb_dist_in1k,37.2 MB
res2net50_26w_8s.in1k,194 MB
vit_tiny_patch16_384.augreg_in21k_ft_in1k,23.2 MB
repghostnet_200.in1k,39.7 MB
resnet50d.gluon_in1k,103 MB
dla60_res2next.in1k,68.5 MB
resnet152.tv_in1k,242 MB
resnet26t.ra2_in1k,64.2 MB
dla60_res2net.in1k,83.8 MB
mixnet_l.ft_in1k,29.7 MB
dla102x.in1k,106 MB
xception41.tf_in1k,109 MB
pit_xs_224.in1k,42.5 MB
hrnet_w18.ms_aug_in1k,86.1 MB
regnetx_064.pycls_in1k,105 MB
resnet34.a1_in1k,87.3 MB
poolformerv2_s12.sail_in1k,47.6 MB
gcresnext26ts.ch_in1k,42.1 MB
hrnet_w40.ms_in1k,231 MB
repvgg_b2.rvgg_in1k,357 MB
res2net50_26w_6s.in1k,149 MB
resmlp_12_224.fb_distilled_in1k,61.5 MB
vit_base_patch32_384.augreg_in1k,353 MB
legacy_seresnet152.in1k,Model Authorization Error
cs3darknet_m.c2ns_in1k,37.4 MB
selecsls60b.in1k,131 MB
bat_resnext26ts.ch_in1k,43.2 MB
hrnet_w32.ms_in1k,166 MB
seresnext26d_32x4d.bt_in1k,67.5 MB
tf_efficientnetv2_b0.in1k,28.9 MB
efficientnet_b1.ft_in1k,31.6 MB
regnetx_040.pycls_in1k,88.9 MB
vit_relpos_base_patch32_plus_rpn_256.sw_in1k,478 MB
regnety_032.pycls_in1k,78.2 MB
seresnext26t_32x4d.bt_in1k,67.5 MB
hrnet_w30.ms_in1k,152 MB
efficientnet_es.ra_in1k,22.1 MB
tf_mixnet_l.in1k,29.7 MB
wide_resnet101_2.tv_in1k,508 MB
hrnet_w18_small_v2.gluon_in1k,62.9 MB
vit_small_patch16_224.augreg_in1k,88.3 MB
dla60x.in1k,69.8 MB
legacy_seresnet101.in1k,Model Authorization Error
resnet50.a3_in1k,103 MB
cs3darknet_focus_m.c2ns_in1k,37.4 MB
seresnext26ts.ch_in1k,41.8 MB
tf_efficientnet_b1.in1k,31.6 MB
coat_lite_tiny.in1k,23 MB
tf_efficientnet_em.in1k,28 MB
wide_resnet50_2.tv_in1k,276 MB
repvgg_b1.rvgg_in1k,230 MB
efficientnet_b1_pruned.in1k,25.7 MB
vit_base_patch16_224.augreg_in1k,346 MB
res2net50_26w_4s.in1k,103 MB
hardcorenas_f.miil_green_in1k,33.1 MB
res2net50_14w_8s.in1k,101 MB
selecsls60.in1k,123 MB
mobilevit_s.cvnets_in1k,22.5 MB
regnetx_032.pycls_in1k,61.6 MB
mobileone_s3.apple_in1k,41.3 MB
convnextv2_atto.fcmae_ft_in1k,14.9 MB
eca_resnext26ts.ch_in1k,41.4 MB
ese_vovnet19b_dw.ra_in1k,26.3 MB
convnext_atto_ols.a2_in1k,14.9 MB
resnet50c.gluon_in1k,103 MB
res2next50.in1k,99.1 MB
mobileone_s2.apple_in1k,32.1 MB
dla102.in1k,134 MB
densenetblur121d.ra_in1k,32.6 MB
rexnet_100.nav_in1k,19.5 MB
fastvit_t8.apple_dist_in1k,16.4 MB
convnext_atto.d2_in1k,14.8 MB
inception_v3.tf_in1k,95.7 MB
res2net50_48w_2s.in1k,101 MB
xcit_tiny_12_p16_224.fb_in1k,27 MB
ghostnetv2_160.in1k,50.2 MB
tf_efficientnet_lite2.in1k,24.7 MB
poolformer_s12.sail_in1k,47.7 MB
resnet34.a2_in1k,87.3 MB
efficientnet_b0.ra_in1k,21.4 MB
crossvit_9_dagger_240.in1k,35.2 MB
tf_efficientnet_cc_b0_8e.in1k,96.3 MB
regnety_016.pycls_in1k,45.2 MB
gmixer_24_224.ra3_in1k,99 MB
hardcorenas_e.miil_green_in1k,32.6 MB
resnext50_32x4d.tv_in1k,100 MB
resnet50.gluon_in1k,103 MB
densenet161.tv_in1k,116 MB
mobilenetv2_120d.ra_in1k,23.7 MB
inception_v3.tf_adv_in1k,95.7 MB
resnet101.tv_in1k,179 MB
tinynet_a.in1k,25.1 MB
resnet26d.bt_in1k,64.2 MB
dpn68b.mx_in1k,50.9 MB
inception_v3.tv_in1k,95.7 MB
hardcorenas_d.miil_green_in1k,30.3 MB
xcit_nano_12_p8_224.fb_dist_in1k,12.3 MB
dla60.in1k,88.4 MB
resnext26ts.ra2_in1k,41.4 MB
repvgg_b1g4.rvgg_in1k,160 MB
convmixer_1024_20_ks9_p14.in1k,98 MB
legacy_seresnet50.in1k,Model Authorization Error
regnetx_008.tv2_in1k,29.3 MB
tf_efficientnet_b0.ap_in1k,21.4 MB
skresnet34.ra_in1k,89.4 MB
tf_efficientnet_cc_b0_4e.in1k,53.5 MB
repghostnet_150.in1k,26.7 MB
seresnet50.a3_in1k,113 MB
densenet121.ra_in1k,32.5 MB
resmlp_12_224.fb_in1k,61.5 MB
densenet201.tv_in1k,81.4 MB
mobilenetv3_large_100.miil_in21k_ft_in1k,22.1 MB
mixnet_m.ft_in1k,20.4 MB
legacy_seresnext26_32x4d.in1k,Model Authorization Error
gernet_s.idstcv_in1k,32.9 MB
tf_efficientnet_b0.aa_in1k,21.4 MB
hrnet_w18.ms_in1k,86.1 MB
resnet34.bt_in1k,87.3 MB
selecsls42b.in1k,130 MB
efficientvit_m5.r224_in1k,50.5 MB
efficientformerv2_s0.snap_dist_in1k,14.8 MB
hardcorenas_c.miil_green_in1k,22.3 MB
ghostnetv2_130.in1k,36.4 MB
tf_efficientnet_lite1.in1k,22 MB
fastvit_t8.apple_in1k,16.4 MB
dpn68.mx_in1k,50.9 MB
tf_mixnet_m.in1k,20.4 MB
regnetx_016.pycls_in1k,37.1 MB
tf_efficientnet_es.in1k,22.1 MB
xcit_nano_12_p16_384.fb_dist_in1k,12.4 MB
mobilenetv2_140.ra_in1k,24.7 MB
levit_128s.fb_dist_in1k,31.4 MB
levit_conv_128s.fb_dist_in1k,31.4 MB
repvgg_a2.rvgg_in1k,113 MB
resnet50.tv_in1k,103 MB
repghostnet_130.in1k,22.3 MB
resnet26.bt_in1k,64.2 MB
hardcorenas_b.miil_green_in1k,20.9 MB
mobileone_s1.apple_in1k,19.8 MB
mobilevitv2_075.cvnets_in1k,11.6 MB
densenet169.tv_in1k,57.6 MB
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,25.5 MB
regnety_004.tv2_in1k,17.6 MB
edgenext_x_small.in1k,9.42 MB
tf_efficientnet_b0.in1k,21.4 MB
mixnet_s.ft_in1k,16.8 MB
vit_small_patch32_224.augreg_in21k_ft_in1k,91.6 MB
regnety_008.pycls_in1k,25.3 MB
efficientnet_lite0.ra_in1k,18.9 MB
resnest14d.gluon_in1k,42.6 MB
hardcorenas_a.miil_green_in1k,21.2 MB
efficientnet_es_pruned.in1k,22.1 MB
mobilenetv3_rw.rmsp_in1k,22.1 MB
semnasnet_100.rmsp_in1k,15.8 MB
mobilenetv3_large_100.ra_in1k,22.1 MB
vit_tiny_patch16_224.augreg_in21k_ft_in1k,22.9 MB
mobilenetv2_110d.ra_in1k,18.4 MB
tf_mixnet_s.in1k,16.8 MB
repvgg_b0.rvgg_in1k,63.6 MB
deit_tiny_distilled_patch16_224.fb_in1k,23.7 MB
hrnet_w18_small_v2.ms_in1k,62.9 MB
mixer_b16_224.goog_in21k_ft_in1k,240 MB
tf_efficientnet_lite0.in1k,18.9 MB
ghostnetv2_100.in1k,25.1 MB
tinynet_b.in1k,15.2 MB
tf_mobilenetv3_large_100.in1k,22.1 MB
pit_ti_distilled_224.in1k,20.5 MB
repghostnet_111.in1k,18.5 MB
densenet121.tv_in1k,32.5 MB
regnety_006.pycls_in1k,24.5 MB
regnetx_004_tv.tv2_in1k,22.3 MB
resnet18d.ra2_in1k,46.9 MB
dla34.in1k,63.1 MB
xcit_nano_12_p8_224.fb_in1k,12.3 MB
crossvit_9_240.in1k,34.3 MB
fbnetc_100.rmsp_in1k,22.6 MB
mobilevit_xs.cvnets_in1k,9.42 MB
legacy_seresnet34.in1k,Model Authorization Error
efficientvit_m4.r224_in1k,35.7 MB
regnetx_008.pycls_in1k,29.3 MB
resnet34.gluon_in1k,87.3 MB
mnasnet_100.rmsp_in1k,17.8 MB
vgg19_bn.tv_in1k,575 MB
repvgg_a1.rvgg_in1k,56.6 MB
vit_base_patch32_224.augreg_in1k,353 MB
convit_tiny.fb_in1k,22.9 MB
crossvit_tiny_240.in1k,28.2 MB
resnet18.a1_in1k,46.8 MB
repghostnet_100.in1k,16.7 MB
spnasnet_100.rmsp_in1k,18 MB
resnet34.a3_in1k,87.3 MB
efficientvit_m3.r224_in1k,28 MB
ghostnet_100.in1k,21 MB
regnety_004.pycls_in1k,17.6 MB
skresnet18.ra_in1k,48 MB
regnetx_006.pycls_in1k,25 MB
pit_ti_224.in1k,19.5 MB
resnet18.fb_swsl_ig1b_ft_in1k,46.8 MB
vgg16_bn.tv_in1k,554 MB
semnasnet_075.rmsp_in1k,11.9 MB
hrnet_w18_small.gluon_in1k,53 MB
resnet34.tv_in1k,87.3 MB
resnet18.a2_in1k,46.8 MB
mobilenetv2_100.ra_in1k,14.3 MB
xcit_nano_12_p16_224.fb_dist_in1k,12.4 MB
vit_base_patch32_224.sam_in1k,353 MB
resnet18.fb_ssl_yfcc100m_ft_in1k,46.8 MB
tf_mobilenetv3_large_075.in1k,16.2 MB
deit_tiny_patch16_224.fb_in1k,22.9 MB
hrnet_w18_small.ms_in1k,53 MB
repvgg_a0.rvgg_in1k,36.7 MB
vgg19.tv_in1k,575 MB
regnetx_004.pycls_in1k,20.9 MB
tf_mobilenetv3_large_minimal_100.in1k,15.9 MB
edgenext_xx_small.in1k,5.36 MB
legacy_seresnet18.in1k,Model Authorization Error
resnet14t.c3_in1k,40.4 MB
repghostnet_080.in1k,13.5 MB
vgg16.tv_in1k,553 MB
vgg13_bn.tv_in1k,532 MB
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,25.4 MB
lcnet_100.ra2_in1k,11.9 MB
pvt_v2_b0.in1k,14.7 MB
efficientvit_m2.r224_in1k,17.1 MB
mobileone_s0.apple_in1k,22 MB
tinynet_c.in1k,10 MB
efficientvit_b0.r224_in1k,13.7 MB
resnet18.gluon_in1k,46.8 MB
mobilevitv2_050.cvnets_in1k,5.61 MB
vgg11_bn.tv_in1k,532 MB
xcit_nano_12_p16_224.fb_in1k,12.4 MB
regnety_002.pycls_in1k,12.8 MB
resnet18.tv_in1k,46.8 MB
mixer_l16_224.goog_in21k_ft_in1k,833 MB
vgg13.tv_in1k,532 MB
mobilevit_xxs.cvnets_in1k,5.22 MB
resnet18.a3_in1k,46.8 MB
efficientvit_m1.r224_in1k,12.3 MB
vgg11.tv_in1k,531 MB
repghostnet_058.in1k,10.5 MB
resnet10t.c3_in1k,21.8 MB
regnetx_002.pycls_in1k,10.9 MB
lcnet_075.ra2_in1k,9.52 MB
dla60x_c.in1k,5.46 MB
mobilenetv3_small_100.lamb_in1k,10.3 MB
tf_mobilenetv3_small_100.in1k,10.3 MB
tinynet_d.in1k,9.51 MB
repghostnet_050.in1k,9.55 MB
mnasnet_small.lamb_in1k,8.29 MB
dla46x_c.in1k,4.41 MB
mobilenetv2_050.lamb_in1k,8.05 MB
tf_mobilenetv3_small_075.in1k,8.29 MB
dla46_c.in1k,5.33 MB
mobilenetv3_small_075.lamb_in1k,8.29 MB
efficientvit_m0.r224_in1k,9.76 MB
lcnet_050.ra2_in1k,7.6 MB
tf_mobilenetv3_small_minimal_100.in1k,8.29 MB
tinynet_e.in1k,8.3 MB
mobilenetv3_small_050.lamb_in1k,6.48 MB
